id,sensol-num,value,match-num,startTime
,,,,
1,0,97,0,9.74
2,0,96,0,9.767
3,0,93,0,9.787
4,0,92,0,9.807
5,0,91,0,9.833
6,0,87,0,9.852
7,0,85,0,9.876
8,0,85,0,9.9
9,0,80,0,9.919
10,0,79,0,9.942
11,0,78,0,9.966
12,0,77,0,9.985
13,0,76,0,10.005
14,0,75,0,10.025
15,0,74,0,10.05
16,0,74,0,10.069
17,0,74,0,10.093
18,0,74,0,10.118
19,0,72,0,10.136
20,0,72,0,10.154
21,0,72,0,10.175
22,0,72,0,10.2
23,0,72,0,10.22
24,0,72,0,10.239
25,0,72,0,10.259
26,0,72,0,10.286
27,0,72,0,10.308
28,0,72,0,10.334
29,0,72,0,10.351
30,0,72,0,10.371
31,0,72,0,10.391
32,0,72,0,10.417
33,0,72,0,10.436
34,0,72,0,10.454
35,0,72,0,10.474
36,0,72,0,10.498
37,0,72,0,10.516
38,0,72,0,10.535
39,0,72,0,10.556
40,0,65,0,10.578
41,0,64,0,10.6
42,0,63,0,10.619
43,0,62,0,10.637
44,0,62,0,10.656
45,0,62,0,10.684
46,0,61,0,10.703
47,0,61,0,10.724
48,0,61,0,10.748
49,0,59,0,10.768
50,0,59,0,10.787
51,0,59,0,10.805
52,0,59,0,10.829
53,0,57,0,10.854
54,0,57,0,10.876
55,0,56,0,10.899
56,0,55,0,10.919
57,0,55,0,10.939
58,0,55,0,10.96
59,0,54,0,10.985
60,0,54,0,11.006
61,0,54,0,11.034
62,0,53,0,11.053
63,0,53,0,11.076
64,0,53,0,11.101
65,0,53,0,11.122
66,0,53,0,11.139
67,0,52,0,11.157
68,0,52,0,11.183
69,0,52,0,11.202
70,0,52,0,11.22
71,0,52,0,11.238
72,0,51,0,11.261
73,0,51,0,11.288
74,0,51,0,11.308
75,0,51,0,11.335
76,0,51,0,11.352
77,0,51,0,11.373
78,0,51,0,11.392
79,0,51,0,11.416
80,0,50,0,11.436
81,0,50,0,11.453
82,0,50,0,11.472
83,0,50,0,11.494
84,0,50,0,11.518
85,0,50,0,11.536
86,0,50,0,11.558
87,0,50,0,11.577
88,0,50,0,11.601
89,0,50,0,11.62
90,0,50,0,11.637
91,0,50,0,11.657
92,0,50,0,11.682
93,0,50,0,11.703
94,0,50,0,11.722
95,0,50,0,11.743
96,0,50,0,11.769
97,0,50,0,11.789
98,0,50,0,11.815
99,0,50,0,11.833
100,0,50,0,11.852
101,0,50,0,11.872
102,0,50,0,11.893
