id,value-type,value,userValue,time
0,colour,100,8.848
1,colour,255,9.034
2,colour,200,3.72
3,colour,100,6.314
4,colour,255,6.378
5,colour,200,3.332
6,colour,100,5.629
7,colour,255,4.361
8,colour,200,1.702
9,colour,50,0.0
