id,sensol-num,value,match-num,startTime
,,,,
1,0,98,0,3.927
2,0,98,0,3.947
3,0,98,0,3.967
4,0,98,0,3.985
5,0,98,0,4.012
6,0,98,0,4.036
7,0,98,0,4.066
8,0,96,0,4.084
9,0,96,0,4.108
10,0,94,0,4.127
11,0,94,0,4.149
12,0,94,0,4.17
13,0,94,0,4.199
14,0,93,0,4.228
15,0,92,0,4.256
16,0,92,0,4.277
17,0,91,0,4.295
18,0,91,0,4.317
19,0,90,0,4.341
20,0,89,0,4.364
21,0,88,0,4.385
22,0,87,0,4.408
23,0,86,0,4.439
24,0,85,0,4.457
25,0,85,0,4.476
26,0,84,0,4.502
27,0,83,0,4.52
28,0,82,0,4.539
29,0,82,0,4.563
30,0,82,0,4.589
31,0,80,0,4.61
32,0,80,0,4.645
33,0,78,0,4.662
34,0,78,0,4.686
35,0,77,0,4.707
36,0,76,0,4.731
37,0,75,0,4.754
38,0,74,0,4.772
39,0,73,0,4.789
40,0,73,0,4.829
41,0,71,0,4.849
42,0,70,0,4.865
43,0,70,0,4.89
44,0,68,0,4.909
45,0,67,0,4.941
46,0,66,0,4.963
47,0,66,0,4.997
48,0,66,0,5.031
49,0,60,0,5.056
50,0,58,0,5.073
51,0,57,0,5.099
52,0,57,0,5.116
53,0,55,0,5.139
54,0,54,0,5.162
55,0,54,0,5.178
56,0,53,0,5.195
57,0,52,0,5.227
58,0,51,0,5.25
59,0,49,0,5.266
60,0,49,0,5.295
61,0,49,0,5.314
62,0,47,0,5.34
63,0,46,0,5.36
64,0,46,0,5.383
65,0,45,0,5.403
66,0,44,0,5.429
67,0,44,0,5.447
68,0,43,0,5.476
69,0,42,0,5.498
70,0,42,0,5.537
71,0,41,0,5.552
72,0,40,0,5.572
73,0,39,0,5.592
74,0,38,0,5.628
75,0,37,0,5.651
76,0,36,0,5.672
77,0,36,0,5.695
78,0,35,0,5.713
79,0,35,0,5.741
80,0,34,0,5.759
81,0,34,0,5.782
82,0,34,0,5.803
83,0,32,0,5.828
84,0,32,0,5.859
85,0,31,0,5.878
86,0,31,0,5.9
87,0,30,0,5.917
88,0,30,0,5.947
89,0,30,0,5.967
90,0,30,0,5.985
91,0,30,0,6.005
92,0,30,0,6.021
93,0,30,0,6.041
94,0,30,0,6.056
95,0,30,0,6.074
96,0,30,0,6.1
97,0,30,0,6.12
98,0,30,0,6.139
99,0,30,0,6.158
100,0,30,0,6.184
101,0,30,0,6.212
102,0,30,0,6.238
103,0,30,0,6.254
104,0,30,0,6.275
105,0,30,0,6.299
106,0,30,0,6.316
107,0,30,0,6.343
108,0,30,0,6.362
109,0,30,0,6.383
110,0,30,0,6.399
111,0,30,0,6.425
112,0,30,0,6.444
113,0,30,0,6.468
114,0,30,0,6.49
115,0,30,0,6.514
116,0,30,0,6.536
117,0,30,0,6.555
118,0,30,0,6.577
119,0,30,0,6.599
120,0,30,0,6.62
121,0,30,0,6.639
122,0,30,0,6.659
123,0,30,0,6.684
124,0,30,0,6.705
125,0,30,0,6.726
126,0,30,0,6.744
127,0,30,0,6.769
128,0,30,0,6.785
129,0,30,0,6.802
130,0,30,0,6.819
131,0,30,0,6.836
132,0,30,0,6.86
133,0,30,0,6.883
