id,sensol-num,value,match-num,startTime
360,0,84,0,24.212
361,0,84,0,24.227
362,0,84,0,24.245
363,0,84,0,24.271
364,0,84,0,24.292
365,0,84,0,24.316
366,0,72,0,24.335
367,0,72,0,24.353
368,0,72,0,24.379
369,0,72,0,24.397
370,0,72,0,24.426
371,0,62,0,24.448
372,0,62,0,24.466
373,0,62,0,24.49
374,0,62,0,24.511
375,0,62,0,24.533
376,0,53,0,24.557
377,0,53,0,24.575
378,0,53,0,24.592
379,0,53,0,24.61
380,0,53,0,24.629
381,0,53,0,24.649
382,0,48,0,24.668
383,0,47,0,24.695
384,0,47,0,24.716
385,0,47,0,24.744
386,0,47,0,24.764
387,0,47,0,24.784
388,0,47,0,24.81
389,0,47,0,24.835
390,0,47,0,24.853
391,0,47,0,24.879
392,0,47,0,24.9
393,0,47,0,24.922
394,0,47,0,24.952
395,0,47,0,24.971
396,0,47,0,25.002
397,0,47,0,25.017
398,0,47,0,25.037
399,0,47,0,25.067
400,0,47,0,25.085
401,0,47,0,25.102
402,0,47,0,25.13
403,0,47,0,25.147
404,0,47,0,25.168
405,0,47,0,25.192
406,0,47,0,25.209
407,0,47,0,25.227
408,0,47,0,25.25
409,0,47,0,25.269
410,0,47,0,25.302
411,0,47,0,25.318
412,0,47,0,25.336
413,0,47,0,25.363
414,0,47,0,25.382
415,0,47,0,25.4
416,0,47,0,25.426
417,0,47,0,25.443
418,0,47,0,25.459
419,0,47,0,25.483
420,0,47,0,25.501
421,0,47,0,25.526
422,0,47,0,25.544
423,0,47,0,25.568
424,0,47,0,25.584
425,0,47,0,25.603
426,0,47,0,25.629
427,0,47,0,25.647
428,0,47,0,25.674
429,0,47,0,25.697
430,0,47,0,25.713
431,0,47,0,25.74
432,0,47,0,25.76
433,0,47,0,25.78
434,0,47,0,25.802
435,0,47,0,25.832
436,0,47,0,25.848
437,0,47,0,25.867
438,0,47,0,25.893
439,0,47,0,25.91
440,0,47,0,25.938
441,0,47,0,25.954
442,0,47,0,25.976
443,0,47,0,26.0
444,0,47,0,26.019
445,0,47,0,26.043
446,0,47,0,26.06
447,0,47,0,26.084
448,0,47,0,26.102
449,0,47,0,26.124
450,0,47,0,26.151
451,0,47,0,26.169
452,0,47,0,26.185
453,0,47,0,26.21
454,0,47,0,26.227
455,0,47,0,26.243
456,0,47,0,26.268
457,0,47,0,26.286
458,0,47,0,26.31
459,0,47,0,26.327
460,0,47,0,26.355
461,0,47,0,26.37
462,0,47,0,26.39
463,0,47,0,26.42
464,0,47,0,26.436
465,0,47,0,26.453
466,0,47,0,26.481
467,0,47,0,26.499
468,0,47,0,26.526
469,0,47,0,26.541
470,0,47,0,26.559
471,0,47,0,26.585
472,0,47,0,26.601
473,0,47,0,26.626
474,0,47,0,26.649
475,0,47,0,26.667
476,0,47,0,26.691
477,0,47,0,26.712
478,0,47,0,26.732
479,0,47,0,26.755
480,0,47,0,26.781
