id,mode,value,value-mode
1610,,0:25,nib
1611,,0:25,nib
1612,,0:25,nib
1613,,0:25,nib
1614,,0:25,nib
1615,,0:25,nib
1616,,0:25,nib
1617,,0:25,nib
1618,,0:25,nib
1619,,0:25,nib
1620,,0:25,nib
1621,,0:25,nib
1622,,0:25,nib
1623,,0:25,nib
1624,,0:25,nib
1625,,0:25,nib
1626,,0:25,nib
1627,,0:25,nib
1628,,0:25,nib
1629,,0:25,nib
1630,,0:25,nib
1631,,0:25,nib
1632,,0:25,nib
1633,,0:25,nib
1634,,0:25,nib
1635,,0:25,nib
1636,,0:25,nib
1637,,0:25,nib
1638,,0:25,nib
1639,,0:25,nib
1640,,0:25,nib
1641,,0:25,nib
1642,,0:25,nib
1643,,0:25,nib
1644,,0:25,nib
1645,,0:25,nib
1646,,0:25,nib
1647,,0:25,nib
1648,,0:25,nib
1649,,0:25,nib
1650,,0:25,nib
1651,,0:25,nib
1652,,0:25,nib
1653,,0:25,nib
1654,,0:25,nib
1655,,0:25,nib
1656,,0:25,nib
1657,,0:25,nib
1658,,0:25,nib
1659,,0:25,nib
1660,,0:25,nib
1661,,0:25,nib
1662,,0:25,nib
1663,,0:25,nib
1664,,0:25,nib
1665,,0:25,nib
1666,,0:25,nib
1667,,0:25,nib
1668,,0:25,nib
1669,,0:25,nib
1670,,0:25,nib
1671,,0:25,nib
1672,,0:25,nib
1673,,0:25,nib
1674,,0:25,nib
1675,,0:25,nib
1676,,0:25,nib
1677,,0:25,nib
1678,,0:25,nib
1679,,0:25,nib
1680,,0:25,nib
1681,,0:25,nib
1682,,0:25,nib
1683,,0:25,nib
1684,,0:25,nib
1685,,0:25,nib
1686,,0:25,nib
1687,,0:25,nib
1688,,0:25,nib
1689,,0:25,nib
1690,,0:25,nib
1691,,0:25,nib
1692,,0:25,nib
1693,,0:25,nib
1694,,0:25,nib
1695,,0:25,nib
1696,,0:25,nib
1697,,0:25,nib
1698,,0:25,nib
1699,,0:25,nib
1700,,0:25,nib
1701,,0:25,nib
1702,,0:25,nib
1703,,0:25,nib
1704,,0:25,nib
1705,,0:25,nib
1706,,0:25,nib
1707,,0:25,nib
1708,,0:25,nib
1709,,0:25,nib
1710,,0:25,nib
1711,,0:25,nib
1712,,0:25,nib
1713,,0:25,nib
1714,,0:25,nib
1715,,0:25,nib
1716,,0:25,nib
1717,,0:25,nib
1718,,0:25,nib
1719,,0:25,nib
1720,,0:25,nib
1721,,0:25,nib
1722,,0:25,nib
1723,,0:25,nib
1724,,0:25,nib
1725,,0:25,nib
1726,,0:25,nib
1727,,0:25,nib
1728,,0:25,nib
1729,,0:25,nib
1730,,0:25,nib
1731,,0:25,nib
1732,,0:25,nib
1733,,0:25,nib
1734,,0:25,nib
1735,,0:25,nib
1736,,0:25,nib
1737,,0:25,nib
1738,,0:25,nib
1739,,0:25,nib
1740,,0:25,nib
1741,,0:25,nib
1742,,0:25,nib
1743,,0:25,nib
1744,,0:25,nib
1745,,0:25,nib
1746,,0:25,nib
1747,,0:25,nib
1748,,0:25,nib
1749,,0:25,nib
1750,,0:25,nib
1751,,0:25,nib
1752,,0:25,nib
1753,,0:25,nib
1754,,0:25,nib
1755,,0:25,nib
1756,,0:25,nib
1757,,0:25,nib
1758,,0:25,nib
1759,,0:25,nib
1760,,0:25,nib
1761,,0:25,nib
1762,,0:25,nib
1763,,0:25,nib
1764,,0:25,nib
1765,,0:25,nib
1766,,0:25,nib
1767,,0:25,nib
1768,,0:25,nib
1769,,0:25,nib
1770,,0:25,nib
1771,,0:25,nib
1772,,0:25,nib
1773,,0:25,nib
1774,,0:25,nib
1775,,0:25,nib
1776,,0:25,nib
1777,,0:25,nib
1778,,0:25,nib
1779,,0:25,nib
1780,,0:25,nib
1781,,0:25,nib
1782,,0:25,nib
1783,,0:25,nib
1784,,0:25,nib
1785,,0:25,nib
1786,,0:25,nib
1787,,0:25,nib
1788,,0:25,nib
1789,,0:25,nib
1790,,0:25,nib
1791,,0:25,nib
1792,,0:25,nib
1793,,0:25,nib
1794,,0:25,nib
1795,,0:25,nib
1796,,0:25,nib
1797,,0:25,nib
1798,,0:25,nib
1799,,0:25,nib
1800,,0:25,nib
1801,,0:25,nib
1802,,0:25,nib
1803,,0:25,nib
1804,,0:25,nib
1805,,0:25,nib
1806,,0:25,nib
1807,,0:25,nib
1808,,0:25,nib
1809,,0:25,nib
1810,,0:25,nib
1811,,0:25,nib
1812,,0:25,nib
1813,,0:25,nib
1814,,0:25,nib
1815,,0:25,nib
1816,,0:25,nib
1817,,0:25,nib
1818,,0:25,nib
1819,,0:25,nib
1820,,0:25,nib
1821,,0:25,nib
1822,,0:25,nib
1823,,0:25,nib
1824,,0:25,nib
1825,,0:25,nib
1826,,0:25,nib
1827,,0:25,nib
1828,,0:25,nib
1829,,0:25,nib
1830,,0:25,nib
1831,,0:25,nib
1832,,0:25,nib
1833,,0:25,nib
1834,,0:25,nib
1835,,0:25,nib
1836,,0:25,nib
1837,,0:25,nib
1838,,0:25,nib
1839,,0:25,nib
1840,,0:25,nib
1841,,0:25,nib
1842,,0:25,nib
1843,,0:25,nib
1844,,0:25,nib
1845,,0:25,nib
1846,,0:25,nib
1847,,0:25,nib
1848,,0:25,nib
1849,,0:25,nib
1850,,0:25,nib
1851,,0:25,nib
1852,,0:25,nib
1853,,0:25,nib
1854,,0:25,nib
1855,,0:25,nib
1856,,0:25,nib
1857,,0:25,nib
1858,,0:25,nib
1859,,0:25,nib
1860,,0:25,nib
1861,,0:25,nib
1862,,0:25,nib
1863,,0:25,nib
1864,,0:25,nib
1865,,0:25,nib
1866,,0:25,nib
1867,,0:25,nib
1868,,0:25,nib
1869,,0:25,nib
1870,,0:25,nib
1871,,0:25,nib
1872,,0:25,nib
1873,,0:25,nib
1874,,0:25,nib
1875,,0:25,nib
1876,,0:25,nib
1877,,0:25,nib
1878,,0:25,nib
1879,,0:25,nib
1880,,0:25,nib
1881,,0:25,nib
1882,,0:25,nib
1883,,0:25,nib
1884,,0:25,nib
1885,,0:25,nib
1886,,0:25,nib
1887,,0:25,nib
1888,,0:25,nib
1889,,0:25,nib
1890,,0:25,nib
1891,,0:25,nib
1892,,0:25,nib
1893,,0:25,nib
1894,,0:25,nib
1895,,0:25,nib
1896,,0:25,nib
1897,,0:25,nib
1898,,0:25,nib
1899,,0:25,nib
1900,,0:25,nib
1901,,0:25,nib
1902,,0:25,nib
1903,,0:25,nib
1904,,0:25,nib
1905,,0:25,nib
1906,,0:25,nib
1907,,0:25,nib
1908,,0:25,nib
1909,,0:25,nib
1910,,0:25,nib
1911,,0:25,nib
1912,,0:25,nib
1913,,0:25,nib
1914,,0:25,nib
1915,,0:25,nib
1916,,0:25,nib
1917,,0:25,nib
1918,,0:25,nib
1919,,0:25,nib
1920,,0:25,nib
1921,,0:25,nib
1922,,0:25,nib
1923,,0:25,nib
1924,,0:25,nib
1925,,0:25,nib
1926,,0:25,nib
1927,,0:25,nib
1928,,0:25,nib
1929,,0:25,nib
1930,,0:25,nib
1931,,0:25,nib
1932,,0:25,nib
1933,,0:25,nib
1934,,0:25,nib
1935,,0:25,nib
1936,,0:25,nib
1937,,0:25,nib
1938,,0:25,nib
1939,,0:25,nib
1940,,0:25,nib
1941,,0:25,nib
1942,,0:25,nib
1943,,0:25,nib
1944,,0:25,nib
1945,,0:25,nib
1946,,0:25,nib
1947,,0:25,nib
1948,,0:25,nib
1949,,0:25,nib
1950,,0:25,nib
1951,,0:25,nib
1952,,0:25,nib
1953,,0:25,nib
1954,,0:25,nib
1955,,0:25,nib
1956,,0:25,nib
1957,,0:25,nib
1958,,0:25,nib
1959,,0:25,nib
1960,,0:25,nib
1961,,0:25,nib
1962,,0:25,nib
1963,,0:25,nib
1964,,0:25,nib
1965,,0:25,nib
1966,,0:25,nib
1967,,0:25,nib
1968,,0:25,nib
1969,,0:25,nib
1970,,0:25,nib
1971,,0:25,nib
1972,,0:25,nib
1973,,0:25,nib
1974,,0:25,nib
1975,,0:25,nib
1976,,0:25,nib
1977,,0:25,nib
1978,,0:25,nib
1979,,0:25,nib
1980,,0:25,nib
1981,,0:25,nib
1982,,0:25,nib
1983,,0:25,nib
1984,,0:25,nib
1985,,0:25,nib
1986,,0:25,nib
1987,,0:25,nib
1988,,0:25,nib
1989,,0:25,nib
1990,,0:25,nib
1991,,0:25,nib
1992,,0:25,nib
1993,,0:25,nib
1994,,0:25,nib
1995,,0:25,nib
1996,,0:25,nib
1997,,0:25,nib
1998,,0:25,nib
1999,,0:25,nib
2000,,0:25,nib
2001,,0:25,nib
2002,,0:25,nib
2003,,0:25,nib
2004,,0:25,nib
2005,,0:25,nib
2006,,0:25,nib
2007,,0:25,nib
2008,,0:25,nib
2009,,0:25,nib
2010,,0:25,nib
2011,,0:25,nib
2012,,0:25,nib
2013,,0:25,nib
2014,,0:25,nib
2015,,0:25,nib
2016,,0:25,nib
2017,,0:25,nib
2018,,0:25,nib
2019,,0:25,nib
2020,,0:25,nib
2021,,0:25,nib
2022,,0:25,nib
2023,,0:25,nib
2024,,0:25,nib
2025,,0:25,nib
2026,,0:25,nib
2027,,0:25,nib
2028,,0:25,nib
2029,,0:25,nib
2030,,0:25,nib
2031,,0:25,nib
2032,,0:25,nib
2033,,0:25,nib
2034,,0:25,nib
2035,,0:25,nib
2036,,0:25,nib
2037,,0:25,nib
2038,,0:25,nib
2039,,0:25,nib
2040,,0:25,nib
2041,,0:25,nib
2042,,0:25,nib
2043,,0:25,nib
2044,,0:25,nib
2045,,0:25,nib
2046,,0:25,nib
2047,,0:25,nib
2048,,0:25,nib
2049,,0:25,nib
2050,,0:25,nib
2051,,0:25,nib
2052,,0:25,nib
2053,,0:25,nib
2054,,0:25,nib
2055,,0:25,nib
2056,,0:25,nib
2057,,0:25,nib
2058,,0:25,nib
2059,,0:25,nib
2060,,0:25,nib
2061,,0:25,nib
2062,,0:25,nib
2063,,0:25,nib
2064,,0:25,nib
2065,,0:25,nib
2066,,0:25,nib
2067,,0:25,nib
2068,,0:25,nib
2069,,0:25,nib
2070,,0:25,nib
2071,,0:25,nib
2072,,0:25,nib
2073,,0:25,nib
2074,,0:25,nib
2075,,0:25,nib
2076,,0:25,nib
2077,,0:25,nib
2078,,0:25,nib
2079,,0:25,nib
2080,,0:25,nib
2081,,0:25,nib
2082,,0:25,nib
2083,,0:25,nib
2084,,0:25,nib
2085,,0:25,nib
2086,,0:25,nib
2087,,0:25,nib
2088,,0:25,nib
2089,,0:25,nib
2090,,0:25,nib
2091,,0:25,nib
2092,,0:25,nib
2093,,0:25,nib
2094,,0:25,nib
2095,,0:25,nib
2096,,0:25,nib
2097,,0:25,nib
2098,,0:25,nib
2099,,0:25,nib
2100,,0:25,nib
2101,,0:25,nib
2102,,0:25,nib
2103,,0:25,nib
2104,,0:25,nib
2105,,0:25,nib
2106,,0:25,nib
2107,,0:25,nib
2108,,0:25,nib
2109,,0:25,nib
2110,,0:25,nib
2111,,0:25,nib
2112,,0:25,nib
2113,,0:25,nib
2114,,0:25,nib
2115,,0:25,nib
2116,,0:25,nib
2117,,0:25,nib
2118,,0:25,nib
2119,,0:25,nib
2120,,0:25,nib
2121,,0:25,nib
2122,,0:25,nib
2123,,0:25,nib
2124,,0:25,nib
2125,,0:25,nib
2126,,0:25,nib
2127,,0:25,nib
2128,,0:25,nib
2129,,0:25,nib
2130,,0:25,nib
2131,,0:25,nib
2132,,0:25,nib
2133,,0:25,nib
2134,,0:25,nib
2135,,0:25,nib
2136,,0:25,nib
2137,,0:25,nib
2138,,0:25,nib
2139,,0:25,nib
2140,,0:25,nib
2141,,0:25,nib
2142,,0:25,nib
2143,,0:25,nib
2144,,0:25,nib
2145,,0:25,nib
2146,,0:25,nib
2147,,0:25,nib
2148,,0:25,nib
2149,,0:25,nib
2150,,0:25,nib
2151,,0:25,nib
2152,,0:25,nib
2153,,0:25,nib
2154,,0:25,nib
2155,,0:25,nib
2156,,0:25,nib
2157,,0:25,nib
2158,,0:25,nib
2159,,0:25,nib
2160,,0:25,nib
2161,,0:25,nib
2162,,0:25,nib
2163,,0:25,nib
2164,,0:25,nib
2165,,0:25,nib
2166,,0:25,nib
2167,,0:25,nib
2168,,0:25,nib
2169,,0:25,nib
2170,,0:25,nib
2171,,0:25,nib
2172,,0:25,nib
2173,,0:25,nib
2174,,0:25,nib
2175,,0:25,nib
2176,,0:25,nib
2177,,0:25,nib
2178,,0:25,nib
2179,,0:25,nib
2180,,0:25,nib
2181,,0:25,nib
2182,,0:25,nib
2183,,0:25,nib
2184,,0:25,nib
2185,,0:25,nib
2186,,0:25,nib
2187,,0:25,nib
2188,,0:25,nib
2189,,0:25,nib
2190,,0:25,nib
2191,,0:25,nib
2192,,0:25,nib
2193,,0:25,nib
2194,,0:25,nib
2195,,0:25,nib
2196,,0:25,nib
2197,,0:25,nib
2198,,0:25,nib
2199,,0:25,nib
2200,,0:25,nib
2201,,0:25,nib
2202,,0:25,nib
2203,,0:25,nib
2204,,0:25,nib
2205,,0:25,nib
2206,,0:25,nib
2207,,0:25,nib
2208,,0:25,nib
2209,,0:25,nib
2210,,0:25,nib
2211,,0:25,nib
2212,,0:25,nib
2213,,0:25,nib
2214,,0:25,nib
2215,,0:25,nib
2216,,0:25,nib
2217,,0:25,nib
2218,,0:25,nib
2219,,0:25,nib
2220,,0:25,nib
2221,,0:25,nib
2222,,0:25,nib
2223,,0:25,nib
2224,,0:25,nib
2225,,0:25,nib
2226,,0:25,nib
2227,,0:25,nib
2228,,0:25,nib
2229,,0:25,nib
2230,,0:25,nib
2231,,0:25,nib
2232,,0:25,nib
2233,,0:25,nib
2234,,0:25,nib
2235,,0:25,nib
2236,,0:25,nib
2237,,0:25,nib
2238,,0:25,nib
2239,,0:25,nib
2240,,0:25,nib
2241,,0:25,nib
2242,,0:25,nib
2243,,0:25,nib
2244,,0:25,nib
2245,,0:25,nib
2246,,0:25,nib
2247,,0:25,nib
2248,,0:25,nib
2249,,0:25,nib
2250,,0:25,nib
2251,,0:25,nib
2252,,0:25,nib
2253,,0:25,nib
2254,,0:25,nib
2255,,0:25,nib
2256,,0:25,nib
2257,,0:25,nib
2258,,0:25,nib
2259,,0:25,nib
2260,,0:25,nib
2261,,0:25,nib
2262,,0:25,nib
2263,,0:25,nib
2264,,0:25,nib
2265,,0:25,nib
2266,,0:25,nib
2267,,0:25,nib
2268,,0:25,nib
2269,,0:25,nib
2270,,0:25,nib
2271,,0:25,nib
2272,,0:25,nib
2273,,0:25,nib
2274,,0:25,nib
2275,,0:25,nib
2276,,0:25,nib
2277,,0:25,nib
2278,,0:25,nib
2279,,0:25,nib
2280,,0:25,nib
2281,,0:25,nib
2282,,0:25,nib
2283,,0:25,nib
2284,,0:25,nib
2285,,0:25,nib
2286,,0:25,nib
2287,,0:25,nib
2288,,0:25,nib
2289,,0:25,nib
2290,,0:25,nib
2291,,0:25,nib
2292,,0:25,nib
2293,,0:25,nib
2294,,0:25,nib
2295,,0:25,nib
2296,,0:25,nib
2297,,0:25,nib
2298,,0:25,nib
2299,,0:25,nib
2300,,0:25,nib
2301,,0:25,nib
2302,,0:25,nib
2303,,0:25,nib
2304,,0:25,nib
2305,,0:25,nib
2306,,0:25,nib
2307,,0:25,nib
2308,,0:25,nib
2309,,0:25,nib
2310,,0:25,nib
2311,,0:25,nib
2312,,0:25,nib
2313,,0:25,nib
2314,,0:25,nib
2315,,0:25,nib
2316,,0:25,nib
2317,,0:25,nib
2318,,0:25,nib
2319,,0:25,nib
2320,,0:25,nib
2321,,0:25,nib
2322,,0:25,nib
2323,,0:25,nib
2324,,0:25,nib
2325,,0:25,nib
2326,,0:25,nib
2327,,0:25,nib
2328,,0:25,nib
2329,,0:25,nib
2330,,0:25,nib
2331,,0:25,nib
2332,,0:25,nib
2333,,0:25,nib
2334,,0:25,nib
2335,,0:25,nib
2336,,0:25,nib
2337,,0:25,nib
2338,,0:25,nib
2339,,0:25,nib
2340,,0:25,nib
2341,,0:25,nib
2342,,0:25,nib
2343,,0:25,nib
2344,,0:25,nib
2345,,0:25,nib
2346,,0:25,nib
2347,,0:25,nib
2348,,0:25,nib
2349,,0:25,nib
2350,,0:25,nib
2351,,0:25,nib
2352,,0:25,nib
2353,,0:25,nib
2354,,0:25,nib
2355,,0:25,nib
2356,,0:25,nib
2357,,0:25,nib
2358,,0:25,nib
2359,,0:25,nib
2360,,0:25,nib
2361,,0:25,nib
2362,,0:25,nib
2363,,0:25,nib
2364,,0:25,nib
2365,,0:25,nib
2366,,0:25,nib
2367,,0:25,nib
2368,,0:25,nib
2369,,0:25,nib
2370,,0:25,nib
2371,,0:25,nib
2372,,0:25,nib
2373,,0:25,nib
2374,,0:25,nib
2375,,0:25,nib
2376,,0:25,nib
2377,,0:25,nib
2378,,0:25,nib
2379,,0:25,nib
2380,,0:25,nib
2381,,0:25,nib
2382,,0:25,nib
2383,,0:25,nib
2384,,0:25,nib
2385,,0:25,nib
2386,,0:25,nib
2387,,0:25,nib
2388,,0:25,nib
2389,,0:25,nib
2390,,0:25,nib
2391,,0:25,nib
2392,,0:25,nib
2393,,0:25,nib
2394,,0:25,nib
2395,,0:25,nib
2396,,0:25,nib
2397,,0:25,nib
2398,,0:25,nib
2399,,0:25,nib
2400,,0:25,nib
2401,,0:25,nib
2402,,0:25,nib
2403,,0:25,nib
2404,,0:25,nib
2405,,0:25,nib
2406,,0:25,nib
2407,,0:25,nib
2408,,0:25,nib
2409,,0:25,nib
2410,,0:25,nib
2411,,0:25,nib
2412,,0:25,nib
2413,,0:25,nib
2414,,0:25,nib
2415,,0:25,nib
2416,,0:25,nib
2417,,0:25,nib
2418,,0:25,nib
2419,,0:25,nib
2420,,0:25,nib
2421,,0:25,nib
2422,,0:25,nib
2423,,0:25,nib
2424,,0:25,nib
2425,,0:25,nib
2426,,0:25,nib
2427,,0:25,nib
2428,,0:25,nib
2429,,0:25,nib
2430,,0:25,nib
2431,,0:25,nib
2432,,0:25,nib
2433,,0:25,nib
2434,,0:25,nib
2435,,0:25,nib
2436,,0:25,nib
2437,,0:25,nib
2438,,0:25,nib
2439,,0:25,nib
2440,,0:25,nib
2441,,0:25,nib
2442,,0:25,nib
2443,,0:25,nib
2444,,0:25,nib
2445,,0:25,nib
2446,,0:25,nib
2447,,0:25,nib
2448,,0:25,nib
2449,,0:25,nib
2450,,0:25,nib
2451,,0:25,nib
2452,,0:25,nib
2453,,0:25,nib
2454,,0:25,nib
2455,,0:25,nib
2456,,0:25,nib
2457,,0:25,nib
2458,,0:25,nib
2459,,0:25,nib
2460,,0:25,nib
2461,,0:25,nib
2462,,0:25,nib
2463,,0:25,nib
2464,,0:25,nib
2465,,0:25,nib
2466,,0:25,nib
2467,,0:25,nib
2468,,0:25,nib
2469,,0:25,nib
2470,,0:25,nib
2471,,0:25,nib
2472,,0:67,nib
2473,,0:66,nib
2474,,0:65,nib
2475,,0:64,nib
2476,,0:64,nib
2477,,0:63,nib
2478,,0:62,nib
2479,,0:61,nib
2480,,0:61,nib
2481,,0:60,nib
2482,,0:59,nib
2483,,0:59,nib
2484,,0:58,nib
2485,,0:57,nib
2486,,0:56,nib
2487,,0:56,nib
2488,,0:55,nib
2489,,0:55,nib
2490,,0:54,nib
2491,,0:53,nib
2492,,0:52,nib
2493,,0:52,nib
2494,,0:51,nib
2495,,0:50,nib
2496,,0:49,nib
2497,,0:49,nib
2498,,0:47,nib
2499,,0:47,nib
2500,,0:46,nib
2501,,0:45,nib
2502,,0:44,nib
2503,,0:43,nib
2504,,0:42,nib
2505,,0:41,nib
2506,,0:40,nib
2507,,0:39,nib
2508,,0:39,nib
2509,,0:39,nib
2510,,0:39,nib
2511,,0:39,nib
2512,,0:39,nib
2513,,0:39,nib
2514,,0:39,nib
2515,,0:39,nib
2516,,0:39,nib
2517,,0:39,nib
2518,,0:39,nib
2519,,0:39,nib
2520,,0:43,nib
2521,,0:45,nib
2522,,0:45,nib
2523,,0:47,nib
2524,,0:49,nib
2525,,0:49,nib
2526,,0:51,nib
2527,,0:52,nib
2528,,0:54,nib
2529,,0:55,nib
2530,,0:55,nib
2531,,0:56,nib
2532,,0:57,nib
2533,,0:57,nib
2534,,0:58,nib
2535,,0:58,nib
2536,,0:59,nib
2537,,0:59,nib
2538,,0:60,nib
2539,,0:60,nib
2540,,0:61,nib
2541,,0:62,nib
2542,,0:63,nib
2543,,0:64,nib
2544,,0:65,nib
2545,,0:66,nib
2546,,0:67,nib
2547,,0:69,nib
2548,,0:69,nib
2549,,0:70,nib
2550,,0:71,nib
2551,,0:71,nib
2552,,0:71,nib
2553,,0:71,nib
2554,,0:71,nib
2555,,0:71,nib
2556,,0:71,nib
2557,,0:71,nib
2558,,0:71,nib
2559,,0:71,nib
2560,,0:71,nib
2561,,0:71,nib
2562,,0:71,nib
2563,,0:71,nib
2564,,0:71,nib
2565,,0:71,nib
2566,,0:71,nib
2567,,0:71,nib
2568,,0:71,nib
2569,,0:71,nib
2570,,0:71,nib
2571,,0:71,nib
2572,,0:71,nib
2573,,0:71,nib
2574,,0:71,nib
2575,,0:71,nib
2576,,0:71,nib
2577,,0:71,nib
2578,,0:71,nib
2579,,0:71,nib
2580,,0:71,nib
2581,,0:71,nib
2582,,0:71,nib
2583,,0:71,nib
2584,,0:71,nib
2585,,0:71,nib
2586,,0:71,nib
2587,,0:71,nib
2588,,0:71,nib
2589,,0:71,nib
2590,,0:71,nib
2591,,0:71,nib
2592,,0:71,nib
2593,,0:71,nib
2594,,0:71,nib
2595,,0:71,nib
2596,,0:71,nib
2597,,0:71,nib
2598,,0:71,nib
2599,,0:71,nib
2600,,0:71,nib
2601,,0:71,nib
2602,,0:71,nib
2603,,0:71,nib
2604,,0:71,nib
2605,,0:71,nib
2606,,0:71,nib
2607,,0:71,nib
2608,,0:71,nib
2609,,0:71,nib
2610,,0:71,nib
2611,,0:71,nib
2612,,0:71,nib
2613,,0:71,nib
2614,,0:71,nib
2615,,0:71,nib
2616,,0:71,nib
2617,,0:71,nib
2618,,0:71,nib
2619,,0:71,nib
2620,,0:71,nib
2621,,0:71,nib
2622,,0:71,nib
2623,,0:71,nib
2624,,0:71,nib
2625,,0:71,nib
2626,,0:71,nib
2627,,0:71,nib
2628,,0:71,nib
2629,,0:71,nib
2630,,0:71,nib
2631,,0:71,nib
2632,,0:71,nib
2633,,0:71,nib
2634,,0:71,nib
2635,,0:71,nib
2636,,0:71,nib
2637,,0:71,nib
2638,,0:71,nib
2639,,0:71,nib
2640,,0:71,nib
2641,,0:71,nib
2642,,0:71,nib
2643,,0:71,nib
2644,,0:71,nib
2645,,0:71,nib
2646,,0:71,nib
2647,,0:71,nib
2648,,0:71,nib
2649,,0:66,nib
2650,,0:66,nib
2651,,0:67,nib
2652,,0:68,nib
2653,,0:68,nib
2654,,0:69,nib
2655,,0:69,nib
2656,,0:69,nib
2657,,0:69,nib
2658,,0:69,nib
2659,,0:69,nib
2660,,0:69,nib
2661,,0:69,nib
2662,,0:69,nib
2663,,0:69,nib
2664,,0:69,nib
2665,,0:69,nib
2666,,0:69,nib
2667,,0:69,nib
2668,,0:69,nib
2669,,0:69,nib
2670,,0:69,nib
2671,,0:69,nib
2672,,0:69,nib
2673,,0:69,nib
2674,,0:69,nib
2675,,0:69,nib
2676,,0:69,nib
2677,,0:69,nib
2678,,0:69,nib
2679,,10:0:0,paint
2680,,10:0:0,paint
2681,,10:0:0,paint
2682,,10:0:0,paint
2683,,10:0:0,paint
2684,,10:0:0,paint
2685,,10:0:0,paint
2686,,10:0:0,paint
2687,,10:0:0,paint
2688,,10:0:0,paint
2689,,10:0:0,paint
2690,,10:0:0,paint
2691,,10:0:0,paint
2692,,10:0:0,paint
2693,,10:0:0,paint
2694,,10:0:0,paint
2695,,10:0:0,paint
2696,,10:0:0,paint
2697,,10:0:0,paint
2698,,10:0:0,paint
2699,,10:0:0,paint
2700,,10:0:0,paint
2701,,10:0:0,paint
2702,,10:0:0,paint
2703,,10:0:0,paint
2704,,10:0:0,paint
2705,,10:0:0,paint
2706,,10:0:0,paint
2707,,10:0:0,paint
2708,,10:0:0,paint
2709,,10:0:0,paint
2710,,10:0:0,paint
2711,,10:0:0,paint
2712,,10:0:0,paint
2713,,10:0:0,paint
2714,,10:0:0,paint
2715,,10:0:0,paint
2716,,10:0:0,paint
2717,,10:0:0,paint
2718,,10:0:0,paint
2719,,10:0:0,paint
2720,,10:0:0,paint
2721,,10:0:0,paint
2722,,10:0:0,paint
2723,,10:0:0,paint
2724,,10:0:0,paint
2725,,10:0:0,paint
2726,,10:0:0,paint
2727,,10:0:0,paint
2728,,10:0:0,paint
2729,,10:0:0,paint
2730,,10:0:0,paint
2731,,10:0:0,paint
2732,,7:0:0,paint
2733,,7:0:0,paint
2734,,7:0:0,paint
2735,,11:0:0,paint
2736,,13:0:0,paint
2737,,17:0:0,paint
2738,,17:0:0,paint
2739,,17:0:0,paint
2740,,17:0:0,paint
2741,,40:0:0,paint
2742,,40:0:0,paint
2743,,45:0:0,paint
2744,,51:0:0,paint
2745,,51:0:0,paint
2746,,61:0:0,paint
2747,,64:0:0,paint
2748,,68:0:0,paint
2749,,75:0:0,paint
2750,,82:0:0,paint
2751,,88:0:0,paint
2752,,92:0:0,paint
2753,,99:0:0,paint
2754,,104:0:0,paint
2755,,107:0:0,paint
2756,,109:0:0,paint
2757,,112:0:0,paint
2758,,114:0:0,paint
2759,,118:0:0,paint
2760,,119:0:0,paint
2761,,120:0:0,paint
2762,,122:0:0,paint
2763,,124:0:0,paint
2764,,125:0:0,paint
2765,,127:0:0,paint
2766,,127:0:0,paint
2767,,131:0:0,paint
2768,,134:0:0,paint
2769,,135:0:0,paint
2770,,140:0:0,paint
2771,,142:0:0,paint
2772,,146:0:0,paint
2773,,148:0:0,paint
2774,,154:0:0,paint
2775,,159:0:0,paint
2776,,165:0:0,paint
2777,,167:0:0,paint
2778,,170:0:0,paint
2779,,174:0:0,paint
2780,,178:0:0,paint
2781,,179:0:0,paint
2782,,181:0:0,paint
2783,,181:0:0,paint
2784,,182:0:0,paint
2785,,182:0:0,paint
2786,,183:0:0,paint
2787,,183:0:0,paint
2788,,183:0:0,paint
2789,,183:0:0,paint
2790,,183:0:0,paint
2791,,183:0:0,paint
2792,,183:0:0,paint
2793,,183:0:0,paint
2794,,183:0:0,paint
2795,,183:0:0,paint
2796,,183:0:0,paint
2797,,183:0:0,paint
2798,,183:0:0,paint
2799,,183:0:0,paint
2800,,183:0:0,paint
2801,,183:0:0,paint
2802,,183:0:0,paint
2803,,183:0:0,paint
2804,,183:0:0,paint
2805,,184:0:0,paint
2806,,184:0:0,paint
2807,,184:0:0,paint
2808,,184:0:0,paint
2809,,185:0:0,paint
2810,,185:0:0,paint
2811,,185:0:0,paint
2812,,185:0:0,paint
2813,,185:0:0,paint
2814,,185:0:0,paint
2815,,185:0:0,paint
2816,,185:0:0,paint
2817,,185:0:0,paint
2818,,185:0:0,paint
2819,,185:0:0,paint
2820,,185:0:0,paint
2821,,185:0:0,paint
2822,,185:0:0,paint
2823,,185:0:0,paint
2824,,185:0:0,paint
2825,,185:0:0,paint
2826,,185:0:0,paint
2827,,185:0:0,paint
2828,,185:0:0,paint
2829,,185:0:0,paint
2830,,185:0:0,paint
2831,,185:0:0,paint
2832,,185:0:0,paint
2833,,185:0:0,paint
2834,,185:0:0,paint
2835,,185:0:0,paint
2836,,185:0:0,paint
2837,,185:0:0,paint
2838,,185:0:0,paint
2839,,185:0:0,paint
2840,,185:0:0,paint
2841,,185:0:0,paint
2842,,185:0:0,paint
2843,,185:0:0,paint
2844,,185:0:0,paint
2845,,185:0:0,paint
2846,,185:0:0,paint
2847,,185:0:0,paint
2848,,185:0:0,paint
2849,,185:0:0,paint
