id,mode,value,value-mode
1188,,2:27,nib
1189,,2:27,nib
1190,,2:27,nib
1191,,2:27,nib
1192,,2:27,nib
1193,,2:27,nib
1194,,2:27,nib
1195,,2:27,nib
1196,,2:27,nib
1197,,2:27,nib
1198,,2:27,nib
1199,,2:27,nib
1200,,2:27,nib
1201,,2:27,nib
1202,,2:27,nib
1203,,2:27,nib
1204,,2:27,nib
1205,,2:27,nib
1206,,2:27,nib
1207,,2:27,nib
1208,,2:27,nib
1209,,2:27,nib
1210,,2:27,nib
1211,,2:27,nib
1212,,2:27,nib
1213,,2:27,nib
1214,,2:27,nib
1215,,2:27,nib
1216,,2:27,nib
1217,,2:27,nib
1218,,2:27,nib
1219,,2:27,nib
1220,,2:27,nib
1221,,2:27,nib
1222,,2:27,nib
1223,,2:27,nib
1224,,2:27,nib
1225,,2:27,nib
1226,,2:27,nib
1227,,2:27,nib
1228,,2:27,nib
1229,,2:27,nib
1230,,2:27,nib
1231,,2:27,nib
1232,,2:27,nib
1233,,2:27,nib
1234,,2:27,nib
1235,,2:27,nib
1236,,2:27,nib
1237,,2:27,nib
1238,,2:27,nib
1239,,2:27,nib
1240,,2:27,nib
1241,,2:27,nib
1242,,2:27,nib
1243,,2:27,nib
1244,,2:27,nib
1245,,2:27,nib
1246,,2:27,nib
1247,,2:27,nib
1248,,2:27,nib
1249,,2:27,nib
1250,,2:27,nib
1251,,2:27,nib
1252,,2:27,nib
1253,,2:27,nib
1254,,2:27,nib
1255,,2:27,nib
1256,,2:27,nib
1257,,2:27,nib
1258,,2:27,nib
1259,,2:27,nib
1260,,2:27,nib
1261,,2:27,nib
1262,,2:27,nib
1263,,2:27,nib
1264,,2:27,nib
1265,,2:27,nib
1266,,2:27,nib
1267,,2:27,nib
1268,,2:27,nib
1269,,2:27,nib
1270,,2:27,nib
1271,,2:27,nib
1272,,2:27,nib
1273,,2:27,nib
1274,,2:27,nib
1275,,2:27,nib
1276,,2:27,nib
1277,,2:27,nib
1278,,2:27,nib
1279,,2:27,nib
1280,,2:27,nib
1281,,2:27,nib
1282,,2:27,nib
1283,,2:27,nib
1284,,2:27,nib
1285,,2:27,nib
1286,,2:27,nib
1287,,2:27,nib
1288,,2:27,nib
1289,,2:27,nib
1290,,2:27,nib
1291,,2:27,nib
1292,,2:27,nib
1293,,2:27,nib
1294,,2:27,nib
1295,,2:27,nib
1296,,2:27,nib
1297,,2:27,nib
1298,,2:27,nib
1299,,2:27,nib
1300,,2:27,nib
1301,,2:27,nib
1302,,2:27,nib
1303,,2:27,nib
1304,,2:27,nib
1305,,2:27,nib
1306,,2:27,nib
1307,,2:27,nib
1308,,2:27,nib
1309,,2:27,nib
1310,,2:27,nib
1311,,2:27,nib
1312,,2:27,nib
1313,,2:27,nib
1314,,2:27,nib
1315,,2:27,nib
1316,,2:27,nib
1317,,2:27,nib
1318,,2:27,nib
1319,,2:27,nib
1320,,2:27,nib
1321,,2:27,nib
1322,,2:27,nib
1323,,2:27,nib
1324,,2:27,nib
1325,,2:27,nib
1326,,2:27,nib
1327,,2:27,nib
1328,,2:27,nib
1329,,2:27,nib
1330,,2:27,nib
1331,,2:27,nib
1332,,2:27,nib
1333,,2:27,nib
1334,,2:27,nib
1335,,2:27,nib
1336,,2:27,nib
1337,,2:27,nib
1338,,2:27,nib
1339,,2:27,nib
1340,,2:27,nib
1341,,2:27,nib
1342,,2:27,nib
1343,,2:27,nib
1344,,2:27,nib
1345,,2:27,nib
1346,,2:27,nib
1347,,2:27,nib
1348,,2:27,nib
1349,,2:27,nib
1350,,2:27,nib
1351,,2:27,nib
1352,,2:27,nib
1353,,2:27,nib
1354,,2:27,nib
1355,,2:27,nib
1356,,2:27,nib
1357,,2:27,nib
1358,,2:27,nib
1359,,2:27,nib
1360,,2:27,nib
1361,,2:27,nib
1362,,2:27,nib
1363,,2:27,nib
1364,,2:27,nib
1365,,2:27,nib
1366,,2:27,nib
1367,,2:27,nib
1368,,2:27,nib
1369,,2:27,nib
1370,,2:27,nib
1371,,2:27,nib
1372,,2:27,nib
1373,,2:27,nib
1374,,2:27,nib
1375,,2:27,nib
1376,,2:27,nib
1377,,2:27,nib
1378,,2:27,nib
1379,,2:27,nib
1380,,2:27,nib
1381,,2:27,nib
1382,,2:27,nib
1383,,2:27,nib
1384,,2:27,nib
1385,,2:27,nib
1386,,2:27,nib
1387,,2:27,nib
1388,,2:27,nib
1389,,2:27,nib
1390,,2:27,nib
1391,,2:27,nib
1392,,2:27,nib
1393,,2:27,nib
1394,,2:27,nib
1395,,2:27,nib
1396,,2:27,nib
1397,,2:27,nib
1398,,2:27,nib
1399,,2:27,nib
1400,,2:27,nib
1401,,2:27,nib
1402,,2:27,nib
1403,,2:27,nib
1404,,2:27,nib
1405,,2:27,nib
1406,,2:27,nib
1407,,2:27,nib
1408,,2:27,nib
1409,,2:27,nib
1410,,2:27,nib
1411,,2:27,nib
1412,,2:27,nib
1413,,2:27,nib
1414,,2:27,nib
1415,,2:27,nib
1416,,2:27,nib
1417,,2:27,nib
1418,,2:27,nib
1419,,2:27,nib
1420,,2:27,nib
1421,,2:27,nib
1422,,2:27,nib
1423,,2:27,nib
1424,,2:27,nib
1425,,2:27,nib
1426,,2:27,nib
1427,,2:27,nib
1428,,2:27,nib
1429,,2:27,nib
1430,,2:27,nib
1431,,2:27,nib
1432,,2:27,nib
1433,,2:27,nib
1434,,2:27,nib
1435,,2:27,nib
1436,,2:27,nib
1437,,2:27,nib
1438,,2:27,nib
1439,,2:27,nib
1440,,2:27,nib
1441,,2:27,nib
1442,,2:27,nib
1443,,2:27,nib
1444,,2:27,nib
1445,,2:27,nib
1446,,2:27,nib
1447,,2:27,nib
1448,,2:27,nib
1449,,2:27,nib
1450,,2:27,nib
1451,,2:27,nib
1452,,2:27,nib
1453,,2:27,nib
1454,,2:27,nib
1455,,2:27,nib
1456,,2:27,nib
1457,,2:27,nib
1458,,2:27,nib
1459,,2:27,nib
1460,,2:27,nib
1461,,2:27,nib
1462,,2:27,nib
1463,,2:27,nib
1464,,2:27,nib
1465,,2:27,nib
1466,,2:27,nib
1467,,2:27,nib
1468,,2:27,nib
1469,,2:27,nib
1470,,2:27,nib
1471,,2:27,nib
1472,,2:27,nib
1473,,2:27,nib
1474,,2:27,nib
1475,,2:27,nib
1476,,2:27,nib
1477,,2:27,nib
1478,,2:27,nib
1479,,2:27,nib
1480,,2:27,nib
1481,,2:27,nib
1482,,2:27,nib
1483,,2:27,nib
1484,,2:27,nib
1485,,2:27,nib
1486,,2:27,nib
1487,,2:27,nib
1488,,2:27,nib
1489,,2:27,nib
1490,,2:27,nib
1491,,2:27,nib
1492,,2:27,nib
1493,,2:27,nib
1494,,2:27,nib
1495,,2:27,nib
1496,,2:27,nib
1497,,2:27,nib
1498,,2:27,nib
1499,,2:27,nib
1500,,2:27,nib
1501,,2:27,nib
1502,,2:27,nib
1503,,2:27,nib
1504,,2:27,nib
1505,,2:27,nib
1506,,2:27,nib
1507,,2:27,nib
1508,,2:27,nib
1509,,2:27,nib
1510,,2:27,nib
1511,,2:27,nib
1512,,2:27,nib
1513,,2:27,nib
1514,,2:27,nib
1515,,2:27,nib
1516,,2:27,nib
1517,,2:27,nib
1518,,2:27,nib
1519,,2:27,nib
1520,,2:27,nib
1521,,2:27,nib
1522,,2:27,nib
1523,,2:27,nib
1524,,2:27,nib
1525,,2:27,nib
1526,,2:27,nib
1527,,2:27,nib
1528,,2:27,nib
1529,,2:27,nib
1530,,2:27,nib
1531,,2:27,nib
1532,,2:27,nib
1533,,2:27,nib
1534,,2:27,nib
1535,,2:27,nib
1536,,2:27,nib
1537,,2:27,nib
1538,,2:27,nib
1539,,2:27,nib
1540,,2:27,nib
1541,,2:27,nib
1542,,2:27,nib
1543,,2:27,nib
1544,,2:27,nib
1545,,2:27,nib
1546,,2:27,nib
1547,,2:27,nib
1548,,2:27,nib
1549,,2:27,nib
1550,,2:27,nib
1551,,2:27,nib
1552,,2:27,nib
1553,,2:27,nib
1554,,2:27,nib
1555,,2:27,nib
1556,,2:27,nib
1557,,2:27,nib
1558,,2:27,nib
1559,,2:27,nib
1560,,2:27,nib
1561,,2:27,nib
1562,,2:27,nib
1563,,2:27,nib
1564,,2:27,nib
1565,,2:27,nib
1566,,2:27,nib
1567,,2:27,nib
1568,,2:27,nib
1569,,2:27,nib
1570,,2:27,nib
1571,,2:27,nib
1572,,2:27,nib
1573,,2:27,nib
1574,,2:27,nib
1575,,2:27,nib
1576,,2:27,nib
1577,,2:27,nib
1578,,2:27,nib
1579,,2:27,nib
1580,,2:27,nib
1581,,2:27,nib
1582,,2:27,nib
1583,,0:66,nib
1584,,0:66,nib
1585,,0:66,nib
1586,,0:66,nib
1587,,0:66,nib
1588,,0:66,nib
1589,,0:63,nib
1590,,0:60,nib
1591,,0:60,nib
1592,,0:60,nib
1593,,0:60,nib
1594,,0:60,nib
1595,,0:60,nib
1596,,0:57,nib
1597,,0:53,nib
1598,,0:53,nib
1599,,0:53,nib
1600,,0:53,nib
1601,,0:53,nib
1602,,0:53,nib
1603,,0:53,nib
1604,,0:46,nib
1605,,0:46,nib
1606,,0:46,nib
1607,,0:46,nib
1608,,0:46,nib
1609,,0:46,nib
1610,,0:46,nib
1611,,0:40,nib
1612,,0:40,nib
1613,,0:40,nib
1614,,0:40,nib
1615,,0:40,nib
1616,,0:40,nib
1617,,0:40,nib
1618,,0:38,nib
1619,,0:37,nib
1620,,0:37,nib
1621,,0:37,nib
1622,,0:37,nib
1623,,0:37,nib
1624,,0:37,nib
1625,,0:36,nib
1626,,0:36,nib
1627,,0:36,nib
1628,,0:36,nib
1629,,0:36,nib
1630,,0:36,nib
1631,,0:36,nib
1632,,0:36,nib
1633,,0:36,nib
1634,,0:36,nib
1635,,0:36,nib
1636,,0:36,nib
1637,,0:36,nib
1638,,0:36,nib
1639,,0:36,nib
1640,,0:36,nib
1641,,0:36,nib
1642,,0:36,nib
1643,,0:36,nib
1644,,0:36,nib
1645,,0:36,nib
1646,,0:36,nib
1647,,0:36,nib
1648,,0:36,nib
1649,,0:36,nib
1650,,0:36,nib
1651,,0:36,nib
1652,,0:36,nib
1653,,0:36,nib
1654,,0:36,nib
1655,,0:36,nib
1656,,0:36,nib
1657,,0:36,nib
1658,,0:36,nib
1659,,0:36,nib
1660,,0:36,nib
1661,,0:36,nib
1662,,0:36,nib
1663,,0:36,nib
1664,,0:36,nib
1665,,0:36,nib
1666,,0:36,nib
1667,,0:36,nib
1668,,0:36,nib
1669,,0:36,nib
1670,,0:36,nib
1671,,0:36,nib
1672,,0:36,nib
1673,,0:36,nib
1674,,0:36,nib
1675,,0:36,nib
1676,,0:36,nib
1677,,0:36,nib
1678,,0:36,nib
1679,,0:36,nib
1680,,0:36,nib
1681,,0:36,nib
1682,,0:36,nib
1683,,0:36,nib
1684,,0:36,nib
1685,,0:36,nib
1686,,0:36,nib
1687,,0:36,nib
1688,,0:36,nib
1689,,0:36,nib
1690,,0:36,nib
1691,,0:36,nib
1692,,0:36,nib
1693,,0:36,nib
1694,,0:36,nib
1695,,0:36,nib
1696,,0:36,nib
1697,,0:36,nib
1698,,0:36,nib
1699,,0:36,nib
1700,,0:36,nib
1701,,0:36,nib
1702,,0:36,nib
1703,,0:36,nib
1704,,0:36,nib
1705,,0:36,nib
1706,,0:36,nib
1707,,0:36,nib
1708,,0:36,nib
1709,,0:36,nib
1710,,0:36,nib
1711,,0:36,nib
1712,,0:36,nib
1713,,0:36,nib
1714,,0:36,nib
1715,,0:36,nib
1716,,0:36,nib
1717,,0:36,nib
1718,,0:36,nib
1719,,0:36,nib
1720,,0:36,nib
1721,,0:36,nib
1722,,0:36,nib
1723,,0:36,nib
1724,,0:36,nib
1725,,0:36,nib
1726,,0:36,nib
1727,,0:36,nib
1728,,0:36,nib
1729,,0:36,nib
1730,,0:36,nib
1731,,0:36,nib
1732,,0:36,nib
1733,,0:36,nib
1734,,0:36,nib
1735,,0:36,nib
1736,,0:36,nib
1737,,0:36,nib
1738,,0:36,nib
1739,,0:36,nib
1740,,0:36,nib
1741,,0:36,nib
1742,,0:36,nib
1743,,0:36,nib
1744,,0:36,nib
1745,,0:36,nib
1746,,0:36,nib
1747,,0:36,nib
1748,,0:36,nib
1749,,0:36,nib
1750,,0:36,nib
1751,,0:36,nib
1752,,0:36,nib
1753,,0:36,nib
1754,,0:36,nib
1755,,0:36,nib
1756,,0:36,nib
1757,,0:36,nib
1758,,0:36,nib
1759,,0:36,nib
1760,,0:36,nib
1761,,0:36,nib
1762,,0:36,nib
1763,,0:36,nib
1764,,0:36,nib
1765,,0:36,nib
1766,,0:36,nib
1767,,0:36,nib
1768,,0:36,nib
1769,,0:36,nib
1770,,0:36,nib
1771,,0:36,nib
1772,,0:36,nib
1773,,0:36,nib
1774,,0:36,nib
1775,,0:36,nib
1776,,0:36,nib
1777,,0:36,nib
1778,,0:36,nib
1779,,0:36,nib
1780,,0:36,nib
1781,,0:36,nib
1782,,0:36,nib
1783,,0:36,nib
1784,,0:36,nib
1785,,0:36,nib
1786,,0:36,nib
1787,,0:36,nib
1788,,0:36,nib
1789,,0:36,nib
1790,,0:36,nib
1791,,0:36,nib
1792,,0:36,nib
1793,,0:36,nib
1794,,0:36,nib
1795,,0:36,nib
1796,,0:36,nib
1797,,0:36,nib
1798,,0:36,nib
1799,,0:36,nib
1800,,0:36,nib
1801,,0:36,nib
1802,,0:36,nib
1803,,0:36,nib
1804,,0:36,nib
1805,,0:36,nib
1806,,0:36,nib
1807,,0:36,nib
1808,,0:36,nib
1809,,0:36,nib
1810,,0:36,nib
1811,,0:36,nib
1812,,0:36,nib
1813,,0:36,nib
1814,,0:36,nib
1815,,0:36,nib
1816,,0:36,nib
1817,,0:36,nib
1818,,0:36,nib
1819,,0:36,nib
1820,,0:36,nib
1821,,0:36,nib
1822,,0:36,nib
1823,,0:36,nib
1824,,0:36,nib
1825,,0:36,nib
1826,,0:36,nib
1827,,0:36,nib
1828,,0:36,nib
1829,,0:36,nib
1830,,0:36,nib
1831,,0:36,nib
1832,,0:36,nib
1833,,0:36,nib
1834,,0:36,nib
1835,,0:36,nib
1836,,0:36,nib
1837,,0:36,nib
1838,,0:36,nib
1839,,0:36,nib
1840,,0:36,nib
1841,,0:36,nib
1842,,0:36,nib
1843,,0:36,nib
1844,,0:36,nib
1845,,0:36,nib
1846,,0:36,nib
1847,,0:36,nib
1848,,0:36,nib
1849,,0:36,nib
1850,,0:36,nib
1851,,0:36,nib
1852,,0:36,nib
1853,,0:36,nib
1854,,0:36,nib
1855,,0:36,nib
1856,,0:36,nib
1857,,0:36,nib
1858,,0:36,nib
1859,,0:36,nib
1860,,0:36,nib
1861,,0:36,nib
1862,,0:36,nib
1863,,0:36,nib
1864,,0:36,nib
1865,,0:36,nib
1866,,0:36,nib
1867,,0:36,nib
1868,,0:36,nib
1869,,0:36,nib
1870,,0:36,nib
1871,,0:36,nib
1872,,0:36,nib
1873,,0:36,nib
1874,,0:36,nib
1875,,0:36,nib
1876,,0:36,nib
1877,,0:36,nib
1878,,0:36,nib
1879,,0:36,nib
1880,,0:36,nib
1881,,0:36,nib
1882,,0:36,nib
1883,,0:36,nib
1884,,0:36,nib
1885,,0:36,nib
1886,,0:36,nib
1887,,0:36,nib
1888,,0:36,nib
1889,,0:36,nib
1890,,0:36,nib
1891,,0:36,nib
1892,,0:36,nib
1893,,0:36,nib
1894,,0:36,nib
1895,,0:36,nib
1896,,0:36,nib
1897,,0:36,nib
1898,,0:36,nib
1899,,0:36,nib
1900,,0:36,nib
1901,,0:36,nib
1902,,0:36,nib
1903,,0:36,nib
1904,,0:36,nib
1905,,0:36,nib
1906,,0:36,nib
1907,,0:36,nib
1908,,0:36,nib
1909,,0:36,nib
1910,,0:36,nib
1911,,0:36,nib
1912,,0:36,nib
1913,,0:36,nib
1914,,0:36,nib
1915,,0:36,nib
1916,,0:36,nib
1917,,0:36,nib
1918,,0:36,nib
1919,,0:36,nib
1920,,0:36,nib
1921,,0:36,nib
1922,,0:36,nib
1923,,0:36,nib
1924,,0:36,nib
1925,,0:36,nib
1926,,0:36,nib
1927,,0:36,nib
1928,,0:36,nib
1929,,0:36,nib
1930,,0:36,nib
1931,,0:36,nib
1932,,0:36,nib
1933,,0:36,nib
1934,,0:36,nib
1935,,0:36,nib
1936,,0:36,nib
1937,,0:36,nib
1938,,0:36,nib
1939,,0:36,nib
1940,,0:36,nib
1941,,0:36,nib
1942,,0:36,nib
1943,,0:36,nib
1944,,0:36,nib
1945,,0:36,nib
1946,,0:36,nib
1947,,0:36,nib
1948,,0:36,nib
1949,,0:36,nib
1950,,0:36,nib
1951,,0:36,nib
1952,,232:17:0,paint
1953,,232:17:0,paint
1954,,232:17:0,paint
1955,,232:17:0,paint
1956,,232:17:0,paint
1957,,232:17:0,paint
1958,,232:17:0,paint
1959,,232:17:0,paint
1960,,232:17:0,paint
1961,,232:17:0,paint
1962,,232:17:0,paint
1963,,232:17:0,paint
1964,,232:17:0,paint
1965,,232:17:0,paint
1966,,232:17:0,paint
1967,,232:17:0,paint
1968,,232:17:0,paint
1969,,232:17:0,paint
1970,,232:17:0,paint
1971,,232:17:0,paint
1972,,232:17:0,paint
1973,,232:17:0,paint
1974,,232:17:0,paint
1975,,232:17:0,paint
1976,,232:17:0,paint
1977,,232:17:0,paint
1978,,232:17:0,paint
1979,,232:17:0,paint
1980,,232:17:0,paint
1981,,232:17:0,paint
1982,,232:17:0,paint
1983,,232:17:0,paint
1984,,232:17:0,paint
1985,,232:17:0,paint
1986,,232:17:0,paint
1987,,232:17:0,paint
1988,,232:17:0,paint
1989,,232:17:0,paint
1990,,232:17:0,paint
1991,,232:17:0,paint
1992,,232:17:0,paint
1993,,232:17:0,paint
1994,,232:17:0,paint
1995,,232:17:0,paint
1996,,232:17:0,paint
1997,,232:17:0,paint
1998,,232:17:0,paint
1999,,232:17:0,paint
2000,,232:17:0,paint
2001,,232:17:0,paint
2002,,232:17:0,paint
2003,,232:17:0,paint
2004,,232:17:0,paint
2005,,232:17:0,paint
2006,,232:17:0,paint
2007,,232:17:0,paint
2008,,232:17:0,paint
2009,,232:17:0,paint
2010,,232:17:0,paint
2011,,232:17:0,paint
2012,,232:17:0,paint
2013,,232:17:0,paint
2014,,232:17:0,paint
2015,,232:17:0,paint
2016,,232:17:0,paint
2017,,232:17:0,paint
2018,,232:17:0,paint
2019,,232:17:0,paint
2020,,232:17:0,paint
2021,,232:17:0,paint
2022,,232:17:0,paint
2023,,232:17:0,paint
2024,,232:17:0,paint
2025,,232:17:0,paint
2026,,232:17:0,paint
2027,,232:17:0,paint
2028,,232:17:0,paint
2029,,232:17:0,paint
2030,,232:17:0,paint
2031,,232:17:0,paint
2032,,232:17:0,paint
2033,,232:17:0,paint
2034,,232:17:0,paint
2035,,232:17:0,paint
2036,,232:17:0,paint
2037,,232:17:0,paint
2038,,232:17:0,paint
2039,,232:17:0,paint
2040,,232:17:0,paint
2041,,232:17:0,paint
2042,,11:11:0,paint
2043,,42:18:0,paint
2044,,42:18:0,paint
2045,,42:18:0,paint
2046,,42:18:0,paint
2047,,42:18:0,paint
2048,,42:18:0,paint
2049,,42:18:0,paint
2050,,42:18:0,paint
2051,,42:18:0,paint
2052,,42:18:0,paint
2053,,42:18:0,paint
2054,,42:18:0,paint
2055,,42:18:0,paint
2056,,42:18:0,paint
2057,,42:18:0,paint
2058,,42:18:0,paint
2059,,42:18:0,paint
2060,,42:18:0,paint
2061,,42:18:0,paint
2062,,42:18:0,paint
2063,,42:18:0,paint
2064,,42:18:0,paint
2065,,42:18:0,paint
2066,,42:18:0,paint
2067,,42:18:0,paint
2068,,42:18:0,paint
2069,,42:18:0,paint
2070,,42:18:0,paint
2071,,42:18:0,paint
2072,,42:18:0,paint
2073,,42:18:0,paint
2074,,42:18:0,paint
2075,,42:18:0,paint
2076,,42:18:0,paint
2077,,42:18:0,paint
2078,,42:18:0,paint
2079,,42:18:0,paint
2080,,42:18:0,paint
2081,,42:18:0,paint
2082,,42:18:0,paint
2083,,42:18:0,paint
2084,,42:18:0,paint
2085,,42:18:0,paint
2086,,42:18:0,paint
2087,,42:18:0,paint
2088,,42:18:0,paint
2089,,42:18:0,paint
2090,,42:18:0,paint
2091,,42:18:0,paint
2092,,42:18:0,paint
2093,,42:18:0,paint
2094,,42:18:0,paint
2095,,42:18:0,paint
2096,,42:18:0,paint
2097,,42:18:0,paint
2098,,42:18:0,paint
2099,,42:18:0,paint
2100,,42:18:0,paint
2101,,42:18:0,paint
2102,,42:18:0,paint
2103,,42:18:0,paint
2104,,42:18:0,paint
2105,,42:18:0,paint
2106,,42:18:0,paint
2107,,42:18:0,paint
2108,,42:18:0,paint
2109,,42:18:0,paint
2110,,42:18:0,paint
2111,,42:18:0,paint
2112,,42:18:0,paint
2113,,42:18:0,paint
2114,,42:18:0,paint
2115,,42:18:0,paint
2116,,42:18:0,paint
2117,,42:18:0,paint
2118,,42:18:0,paint
2119,,42:18:0,paint
2120,,42:18:0,paint
2121,,42:18:0,paint
2122,,42:18:0,paint
2123,,42:18:0,paint
2124,,42:18:0,paint
2125,,42:18:0,paint
2126,,42:18:0,paint
2127,,42:18:0,paint
2128,,42:18:0,paint
2129,,42:18:0,paint
2130,,42:18:0,paint
2131,,42:18:0,paint
2132,,42:18:0,paint
2133,,42:18:0,paint
2134,,35:15:0,paint
2135,,35:15:0,paint
2136,,35:15:0,paint
2137,,35:15:0,paint
2138,,35:15:0,paint
2139,,35:15:0,paint
2140,,35:15:0,paint
2141,,35:16:0,paint
2142,,35:16:0,paint
2143,,35:16:0,paint
2144,,35:16:0,paint
2145,,35:16:0,paint
2146,,35:16:0,paint
2147,,35:16:0,paint
2148,,43:23:0,paint
2149,,43:23:0,paint
2150,,43:23:0,paint
2151,,43:23:0,paint
2152,,43:23:0,paint
2153,,43:23:0,paint
2154,,43:23:0,paint
2155,,56:34:0,paint
2156,,56:34:0,paint
2157,,56:34:0,paint
2158,,56:34:0,paint
2159,,56:34:0,paint
2160,,56:34:0,paint
2161,,56:34:0,paint
2162,,69:43:0,paint
2163,,69:43:0,paint
2164,,69:43:0,paint
2165,,69:43:0,paint
2166,,69:43:0,paint
2167,,69:43:0,paint
2168,,74:46:0,paint
2169,,74:46:0,paint
2170,,74:46:0,paint
2171,,74:46:0,paint
2172,,74:46:0,paint
2173,,74:46:0,paint
2174,,74:46:0,paint
2175,,92:53:0,paint
2176,,92:53:0,paint
2177,,92:53:0,paint
2178,,92:53:0,paint
2179,,92:53:0,paint
2180,,92:53:0,paint
2181,,92:53:0,paint
2182,,110:58:0,paint
2183,,110:58:0,paint
2184,,110:58:0,paint
2185,,110:58:0,paint
2186,,110:58:0,paint
2187,,110:58:0,paint
2188,,110:75:0,paint
2189,,139:66:0,paint
2190,,139:66:0,paint
2191,,139:66:0,paint
2192,,139:66:0,paint
2193,,139:66:0,paint
2194,,139:66:0,paint
2195,,107:58:0,paint
2196,,170:77:0,paint
2197,,170:77:0,paint
2198,,170:77:0,paint
2199,,170:77:0,paint
2200,,170:77:0,paint
2201,,170:77:0,paint
2202,,121:61:0,paint
2203,,187:82:0,paint
2204,,187:82:0,paint
2205,,187:82:0,paint
2206,,187:82:0,paint
2207,,187:82:0,paint
2208,,187:82:0,paint
2209,,195:86:0,paint
2210,,195:86:0,paint
2211,,195:86:0,paint
2212,,195:86:0,paint
2213,,195:86:0,paint
2214,,195:86:0,paint
2215,,195:86:0,paint
2216,,199:87:0,paint
2217,,199:87:0,paint
2218,,199:87:0,paint
2219,,199:87:0,paint
2220,,199:87:0,paint
2221,,199:87:0,paint
2222,,199:87:0,paint
2223,,199:87:0,paint
2224,,199:87:0,paint
2225,,199:87:0,paint
2226,,199:87:0,paint
2227,,199:87:0,paint
2228,,199:87:0,paint
2229,,199:87:0,paint
2230,,199:87:0,paint
2231,,199:87:0,paint
2232,,199:87:0,paint
2233,,199:87:0,paint
2234,,199:87:0,paint
2235,,199:87:0,paint
2236,,199:87:0,paint
2237,,199:87:0,paint
2238,,199:87:0,paint
2239,,199:87:0,paint
2240,,199:87:0,paint
2241,,199:87:0,paint
2242,,199:87:0,paint
2243,,199:87:0,paint
2244,,199:87:0,paint
2245,,199:87:0,paint
2246,,199:87:0,paint
2247,,199:87:0,paint
2248,,199:87:0,paint
2249,,199:87:0,paint
2250,,199:87:0,paint
2251,,199:87:0,paint
2252,,199:87:0,paint
2253,,199:87:0,paint
2254,,199:87:0,paint
2255,,199:87:0,paint
2256,,199:87:0,paint
2257,,199:87:0,paint
2258,,199:87:0,paint
2259,,199:87:0,paint
2260,,199:87:0,paint
2261,,199:87:0,paint
2262,,199:87:0,paint
2263,,215:97:0,paint
2264,,215:97:0,paint
2265,,215:97:0,paint
2266,,215:97:0,paint
2267,,215:97:0,paint
2268,,215:97:0,paint
2269,,179:96:0,paint
2270,,223:102:0,paint
2271,,223:102:0,paint
2272,,223:102:0,paint
2273,,223:102:0,paint
2274,,223:102:0,paint
2275,,223:102:0,paint
2276,,167:85:0,paint
2277,,227:104:0,paint
2278,,227:104:0,paint
2279,,227:104:0,paint
2280,,227:104:0,paint
2281,,227:104:0,paint
2282,,227:104:0,paint
2283,,227:104:0,paint
2284,,227:104:0,paint
2285,,227:104:0,paint
2286,,227:104:0,paint
2287,,227:104:0,paint
2288,,227:104:0,paint
2289,,227:104:0,paint
2290,,227:104:0,paint
2291,,227:104:0,paint
2292,,227:104:0,paint
2293,,227:104:0,paint
2294,,227:104:0,paint
2295,,227:104:0,paint
2296,,227:104:0,paint
2297,,227:104:0,paint
2298,,227:104:0,paint
2299,,227:104:0,paint
2300,,227:104:0,paint
2301,,227:104:0,paint
2302,,227:104:0,paint
2303,,227:104:0,paint
2304,,227:104:0,paint
2305,,227:104:0,paint
2306,,227:104:0,paint
2307,,227:104:0,paint
2308,,227:104:0,paint
2309,,227:104:0,paint
2310,,227:104:0,paint
2311,,227:104:0,paint
2312,,227:104:0,paint
2313,,227:104:0,paint
2314,,227:104:0,paint
2315,,227:104:0,paint
2316,,227:104:0,paint
2317,,227:104:0,paint
2318,,227:104:0,paint
2319,,227:104:0,paint
2320,,227:104:0,paint
2321,,227:104:0,paint
2322,,227:104:0,paint
2323,,227:104:0,paint
2324,,227:104:0,paint
2325,,227:104:0,paint
2326,,227:104:0,paint
2327,,227:104:0,paint
2328,,227:104:0,paint
2329,,227:104:0,paint
2330,,227:104:0,paint
2331,,227:104:0,paint
2332,,227:104:0,paint
2333,,227:104:0,paint
2334,,227:104:0,paint
2335,,227:104:0,paint
2336,,227:104:0,paint
2337,,227:104:0,paint
2338,,227:104:0,paint
2339,,227:104:0,paint
2340,,227:104:0,paint
2341,,227:104:0,paint
2342,,227:104:0,paint
2343,,227:104:0,paint
2344,,227:104:0,paint
2345,,227:104:0,paint
2346,,227:104:0,paint
2347,,227:104:0,paint
2348,,227:104:0,paint
2349,,227:104:0,paint
2350,,227:104:0,paint
2351,,227:104:0,paint
2352,,227:104:0,paint
2353,,227:104:0,paint
2354,,227:104:0,paint
2355,,227:104:0,paint
2356,,227:104:0,paint
2357,,227:104:0,paint
2358,,227:104:0,paint
2359,,227:104:0,paint
2360,,227:104:0,paint
2361,,227:104:0,paint
2362,,227:104:0,paint
2363,,227:104:0,paint
2364,,227:104:0,paint
2365,,227:104:0,paint
2366,,227:104:0,paint
2367,,227:104:0,paint
2368,,227:104:0,paint
2369,,227:104:0,paint
2370,,227:104:0,paint
2371,,227:104:0,paint
2372,,227:104:0,paint
2373,,227:104:0,paint
2374,,227:104:0,paint
2375,,227:104:0,paint
2376,,227:104:0,paint
2377,,227:104:0,paint
2378,,227:104:0,paint
2379,,227:104:0,paint
2380,,227:104:0,paint
